ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,number_of_tastes
1956,Map Chocolate,U.S.A,2017,Vietnam,"Lam Dong, ""Red Poppy""",73.0,3.0,2,1,0,0,0,0,1,0,earthy,3
2040,Map Chocolate,U.S.A,2018,Dominican republic,Zorzal Reserve,72.0,3.5,3,1,1,0,0,0,1,0,complex,3
2262,Map Chocolate,U.S.A,2018,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72.0,3.25,3,1,1,0,0,0,1,0,sweet,3
2262,Map Chocolate,U.S.A,2018,Blend,"""Peace of Wild Things""",72.0,3.0,3,1,1,0,0,0,1,0,off notes,3
1872,Marana,Peru,2016,Peru,Piura,70.0,3.0,4,1,1,0,1,0,1,0,pungent,3
1884,Marana,Peru,2016,Peru,San Martin,70.0,3.0,3,1,1,0,0,0,1,0,pungent,3
1884,Marana,Peru,2016,Peru,Cusco,70.0,2.75,3,1,1,0,0,0,1,0,smokey,3
1808,Marigold's Finest,Canada,2016,Blend,Cacao Nib Crunch,75.0,3.25,2,1,0,0,0,0,1,0,earthy,3
2158,Markham & Fitz,U.S.A,2018,Haiti,"Pisa, batch 58",75.0,2.75,2,1,0,0,0,0,1,0,dried fruit,3
845,Marou,Vietnam,2012,Vietnam,Ba Ria,76.0,3.5,3,1,1,0,0,0,1,0,citrus,1
845,Marou,Vietnam,2012,Vietnam,Dong Nai,72.0,3.5,3,1,1,0,0,0,1,0,roasty,2
845,Marou,Vietnam,2012,Vietnam,"Tien Giang, Gao Co-op",70.0,3.5,3,1,1,0,0,0,1,0,cocoa,3
849,Marou,Vietnam,2012,Vietnam,Ben Tre,78.0,3.5,3,1,1,0,0,0,1,0,sticky,4
955,Marou,Vietnam,2012,Vietnam,Lam Dong,74.0,3.5,3,1,1,0,0,0,1,0,melon,2
895,Marou,Vietnam,2012,Vietnam,Tien Giang,80.0,3.0,3,1,1,0,0,0,1,0,creamy,3
1149,Marou,Vietnam,2013,Vietnam,"Tan Phu Dong, Treasure Island",75.0,3.5,3,1,1,0,0,0,1,0,fatty,3
1650,Marou,Vietnam,2015,Vietnam,"Dak Lak, Batch 2451",70.0,3.75,2,1,0,0,0,0,1,0,spicy and fragrant,1
1650,Marou,Vietnam,2015,Vietnam,Ben Tre,68.0,3.5,2,1,0,0,0,0,1,0,roasty,4
1650,Marou,Vietnam,2015,Vietnam,"Tan Phu Dong Island, Heart of Darkness",85.0,3.25,2,1,0,0,0,0,1,0,long,3
2258,Marou,Vietnam,2018,Vietnam,"Dak Nong, Tam Farm",75.0,3.5,3,1,1,0,0,0,1,0,fatty,3
1189,Marsatta,U.S.A,2013,Dominican republic,Dominican Republic,89.0,2.5,4,1,1,1,0,0,1,0,fatty,3
1189,Marsatta,U.S.A,2013,Dominican republic,Dominican Republic,74.0,2.25,4,1,1,1,0,0,1,0,waxy,3
1836,Martin Mayer,Austria,2016,Colombia,Tumaco,74.0,3.25,3,1,1,0,0,0,1,0,sandy,3
1836,Martin Mayer,Austria,2016,Haiti,Pisa,82.0,3.0,3,1,1,0,0,0,1,0,sandy,3
1836,Martin Mayer,Austria,2016,Bolivia,Alto Beni,76.0,2.75,3,1,1,0,0,0,1,0,sticky,3
572,Mast Brothers,U.S.A,2010,Dominican republic,"Dominican Republic, Coop",70.0,3.25,2,1,0,0,0,0,1,0,sticky,3
572,Mast Brothers,U.S.A,2010,Venezuela,Ocumare de la Costa,75.0,3.0,2,1,0,0,0,0,1,0,dry,4
572,Mast Brothers,U.S.A,2010,Venezuela,Patanemo,81.0,2.75,2,1,0,0,0,0,1,0,sticky,3
777,Mast Brothers,U.S.A,2011,Dominican republic,"La Red de Guanconejo, N. Highlands coop",74.0,3.75,2,1,0,0,0,0,1,0,gritty,3
672,Mast Brothers,U.S.A,2011,Blend,Brooklyn Blend,72.0,3.5,2,1,0,0,0,0,1,0,rich cocoa,3
773,Mast Brothers,U.S.A,2011,Belize,Moho River,70.0,3.5,2,1,0,0,0,0,1,0,gritty,3
777,Mast Brothers,U.S.A,2011,Dominican republic,Conacado,73.0,3.25,2,1,0,0,0,0,1,0,dry,4
701,Mast Brothers,U.S.A,2011,Venezuela,"Chuao, Med. Roast",76.0,3.0,2,1,0,0,0,0,1,0,sandy,3
709,Mast Brothers,U.S.A,2011,Venezuela,"Chuao, Dark Roast",70.0,3.0,2,1,0,0,0,0,1,0,dry,4
777,Mast Brothers,U.S.A,2011,Peru,San Martin,75.0,3.0,2,1,0,0,0,0,1,0,orange,3
713,Mast Brothers,U.S.A,2011,Venezuela,"Chuao, Light Roast",81.0,2.75,2,1,0,0,0,0,1,0,gritty,3
777,Mast Brothers,U.S.A,2011,Papua new guinea,Papua New Guinea,71.0,2.75,2,1,0,0,0,0,1,0,gritty,4
959,Mast Brothers,U.S.A,2012,Blend,"Shake Shack, Peru, Mad., Dom. Rep.",73.0,3.5,2,1,0,0,0,0,1,0,gritty,4
999,Mast Brothers,U.S.A,2012,Venezuela,Chuao,73.0,2.75,2,1,0,0,0,0,1,0,gritty,3
999,Mast Brothers,U.S.A,2012,Blend,Madagascar,72.0,2.5,2,1,0,0,0,0,1,0,gritty,3
1359,Mast Brothers,U.S.A,2014,Blend,"French Laundry 20th Anniversary, Peru, Belize",75.0,3.75,2,1,0,0,0,0,1,0,tart,2
1450,Mast Brothers,U.S.A,2015,Tanzania,Tanzania,74.0,3.25,2,1,0,0,0,0,1,0,green,3
1450,Mast Brothers,U.S.A,2015,Guatemala,Guatemala,76.0,3.0,2,1,0,0,0,0,1,0,mild bitter,3
1177,Matale,Australia,2013,Madagascar,"Somia, 2013",68.0,4.0,3,1,1,0,0,0,1,0,sticky,2
1177,Matale,Australia,2013,Papua new guinea,"Kulili P., 2013",74.0,4.0,3,1,1,0,0,0,1,0,creamy,4
1181,Matale,Australia,2013,Blend,"PNG, Vanuatu, Mad; 2013 h.",70.0,3.75,3,1,1,0,0,0,1,0,nutty,3
1177,Matale,Australia,2013,Vanuatu,"Malekula P., 2013",72.0,3.5,3,1,1,0,0,0,1,0,sticky,3
1430,Maverick,U.S.A,2014,Peru,"Morropon, Norandiono Coop, Piura",63.0,3.5,3,1,1,0,0,0,1,0,sweet,4
1367,Maverick,U.S.A,2014,Belize,Maya Mountain,70.0,3.25,2,1,0,0,0,0,1,0,heavy roast,2
1367,Maverick,U.S.A,2014,Dominican republic,Elvesia,70.0,3.25,2,1,0,0,0,0,1,0,roasty,2
1430,Maverick,U.S.A,2014,Peru,Tumbes,82.0,3.25,2,1,0,0,0,0,1,0,intense,4
2482,Maverick,U.S.A,2020,Madagascar,"Akesson P., Sambirano",65.0,3.25,3,1,1,0,0,0,1,0,sweet edge,2
2482,Maverick,U.S.A,2020,U.s.a.,"Hawai'i Island, Big Island, Mauna Kea",70.0,3.0,3,1,1,0,0,0,1,0,nutty,3
2486,Maverick,U.S.A,2020,Vietnam,"Dak Nong, Marou Cacao",75.0,3.0,3,1,1,0,0,0,1,0,roasty,3
1728,Mayacama,U.S.A,2016,Dominican republic,Hispaniola,72.0,3.0,2,1,0,0,0,0,1,0,gritty,3
2478,McGuire,Canada,2020,Belize,"Maya Mountain, Toledo",70.0,3.25,3,1,1,0,0,0,1,0,cocoa,2
2474,McGuire,Canada,2020,Guatemala,"Cahabon E., ""Adioesmac""",70.0,2.5,3,1,1,0,0,0,1,0,musty,4
1291,Meadowlands,U.S.A,2014,Dominican republic,Dominican Republic,70.0,3.5,2,1,0,0,0,0,1,0,high roast,3
1287,Meadowlands,U.S.A,2014,Belize,Belize,70.0,3.0,2,1,0,0,0,0,1,0,spicy,3
1291,Meadowlands,U.S.A,2014,Nicaragua,"Nicaragua, w/ inbs",70.0,3.0,2,1,0,0,0,0,1,0,fatty,3
1287,Meadowlands,U.S.A,2014,Venezuela,Venezuela,70.0,2.75,2,1,0,0,0,0,1,0,molasses,3
1287,Meadowlands,U.S.A,2014,Bolivia,Bolivia,70.0,2.5,2,1,0,0,0,0,1,0,pungent,2
2362,Mellow,Denmark,2019,Philippines,"Kablon Farms, Mindanao Island, 2018 harvest",70.0,3.25,2,1,0,0,0,0,0,1,smooth,3
2362,Mellow,Denmark,2019,Tanzania,"Kokoa Kamili, 2018 harvest, Mbingu Village",70.0,3.25,2,1,0,0,0,0,0,1,creamy,3
2362,Mellow,Denmark,2019,Dominican republic,"Oko Caribe, El Cibao, 2018 Harvest",70.0,2.75,2,1,0,0,0,0,0,1,dry,4
2362,Mellow,Denmark,2019,Ecuador,"Camino Verde, Duran Region",85.0,2.5,2,1,0,0,0,0,0,1,floral,3
837,Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,80.0,2.5,4,1,1,0,1,0,1,0,sticky,3
841,Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,72.0,2.5,4,1,1,0,1,0,1,0,uneven,3
1347,Mesocacao,Honduras,2014,Honduras,Honduras,70.0,3.5,3,1,1,0,0,0,1,0,intense,4
1351,Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",80.0,3.5,3,1,1,0,0,0,1,0,dried fruit,2
1347,Mesocacao,Honduras,2014,Honduras,Honduras,80.0,3.25,3,1,1,0,0,0,1,0,intense,3
1351,Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",70.0,3.25,3,1,1,0,0,0,1,0,acidic,3
1494,Mesocacao,Honduras,2015,El salvador,El Salvador,70.0,3.0,3,1,1,0,0,0,1,0,dairy,2
1494,Mesocacao,Honduras,2015,El salvador,El Salvador,80.0,2.75,3,1,1,0,0,0,1,0,fatty,4
2250,Mestico,Brazil,2018,Brazil,"Fazenda Bonanca, Bahia",75.0,2.5,3,1,1,0,0,0,1,0,earthy,3
1267,Metiisto,Sweden,2014,Madagascar,"Akesson Estate, batch 10",72.0,3.5,3,1,1,0,0,0,1,0,creamy,3
1267,Metiisto,Sweden,2014,Brazil,"Fazenda Sempre Firme P., Bahia, batch 7",70.0,3.0,3,1,1,0,0,0,1,0,fatty,3
2170,Metiisto,Australia,2018,Solomon islands,Tenaru,67.0,3.75,3,1,1,0,0,0,1,0,dried fruit,2
2166,Metiisto,Australia,2018,Solomon islands,"Patovaki, Paspaskato Is",72.0,3.25,3,1,1,0,0,0,1,0,roasty/smokey,2
1688,Metropolitan,Netherlands,2015,Blend,South America,70.0,3.5,3,1,0,1,0,0,1,0,accesible,2
2210,Meybol,Germany,2018,Peru,Piura Blanco,70.0,3.5,3,1,1,0,0,0,1,0,grape,3
24,Michel Cluizel,France,2006,Dominican republic,Los Ancones P.,67.0,3.75,4,1,1,1,0,0,1,0,creamy,3
24,Michel Cluizel,France,2006,Madagascar,Mangaro P.,65.0,3.75,4,1,1,1,0,0,1,0,grapefruit,2
24,Michel Cluizel,France,2006,Papua new guinea,Maralumi P.,64.0,3.75,4,1,1,1,0,0,1,0,tropical fruit and mild smoke,1
24,Michel Cluizel,France,2006,Sao tome,Tamarina,70.0,3.0,4,1,1,1,0,0,1,0,creamy,3
24,Michel Cluizel,France,2006,Blend,Carre Amer,60.0,2.0,4,1,1,1,0,0,1,0,sweet,2
24,Michel Cluizel,France,2006,Blend,Carre Grand Noir,85.0,2.0,4,1,1,1,0,0,1,0,bitter coffee flavor,1
81,Michel Cluizel,France,2006,Blend,Noir Infini,99.0,2.0,4,1,1,1,0,0,1,0,smooth,3
117,Michel Cluizel,France,2007,Venezuela,"Carenero Superior, Concepcion",66.0,3.5,4,1,1,1,0,0,1,0,cocoa,2
135,Michel Cluizel,France,2007,Sao tome,Vila Gracinda,67.0,3.5,4,1,1,1,0,0,1,0,creamy,3
963,Michel Cluizel,France,2012,Mexico,"Chiapas, Mokaya P.",66.0,3.75,4,1,1,1,0,0,1,0,raisins,2
2020,Michel Cluizel,France,2017,Colombia,El Jardin,69.0,3.25,4,1,1,1,0,0,1,0,sandy,3
2438,Michel Cluizel,France,2019,Guatemala,La Laguna Plantation,70.0,3.5,4,1,1,1,0,0,1,0,dairy,4
2270,Michel Cluizel,France,2019,Brazil,Riachuelo Plantation,70.0,3.0,4,1,1,1,0,0,1,0,sandy,4
887,Middlebury,U.S.A,2012,Indonesia,"Balinese, Java",70.0,2.5,4,1,1,0,0,1,0,1,leather,2
887,Middlebury,U.S.A,2012,Bolivia,Alto Beni,75.0,2.0,4,1,1,0,0,1,0,1,sticky,3
887,Middlebury,U.S.A,2012,Blend,Houseblend,65.0,1.5,4,1,1,0,0,1,0,1,chemical,3
1117,Middlebury,U.S.A,2013,Belize,Belize,80.0,3.25,4,1,1,0,0,1,1,0,strawberry,3
1117,Middlebury,U.S.A,2013,Dominican republic,La Red,75.0,2.5,3,1,0,0,0,1,0,1,molassses,3
1490,Middlebury,U.S.A,2015,Dominican republic,Oko Caribe,75.0,3.75,3,1,1,0,0,0,1,0,spicy,3
1490,Middlebury,U.S.A,2015,Venezuela,"Patanemo, Epoch, Donaldo",75.0,3.75,3,1,1,0,0,0,1,0,nutty,3
1490,Middlebury,U.S.A,2015,Belize,Maya Mountain,80.0,3.5,3,1,1,0,0,0,1,0,woody,3
1490,Middlebury,U.S.A,2015,Trinidad,San Juan Estate,70.0,3.5,3,1,1,0,0,0,1,0,black pepper,2
1538,Middlebury,U.S.A,2015,Nicaragua,"Matagalpa, Cacao Bisiesto",70.0,3.5,3,1,1,0,0,0,1,0,rum,3
1538,Middlebury,U.S.A,2015,Tanzania,Kokoa Kamili,75.0,3.25,3,1,1,0,0,0,1,0,banana,3
2112,Mike & Becky,Belgium,2018,Belize,"San Jose, Toledo, 2017 harvest",70.0,3.5,3,1,1,0,0,0,1,0,grape,2
2112,Mike & Becky,Belgium,2018,India,Idukki,70.0,3.25,3,1,1,0,0,0,1,0,candy spices,2
2114,Mike & Becky,Belgium,2018,Peru,"Maranon, 2017 harvest",70.0,3.25,3,1,1,0,0,0,1,0,complex,2
2112,Mike & Becky,Belgium,2018,Dominican republic,"Oko Caribe, hispaniola, 2017 harvest",70.0,3.0,3,1,1,0,0,0,1,0,fatty,2
825,Millcreek Cacao Roasters,U.S.A,2012,Ecuador,Ecuador,70.0,3.5,4,1,1,1,0,0,1,0,wine,2
1073,Millcreek Cacao Roasters,U.S.A,2013,Ecuador,Ecuador,70.0,2.5,4,1,1,1,0,0,1,0,unrefined,3
2346,Millesime,Belgium,2019,Ecuador,"Los Rios, Arriba, 2017 Harvest",70.0,3.0,3,1,1,0,0,0,1,0,sandy,3
2346,Millesime,Belgium,2019,India,"Kaithapara Village, Idukki, Kerala, 2017 H.",74.0,3.0,3,1,1,0,0,0,1,0,dry,4
2346,Millesime,Belgium,2019,Brazil,"Fazenda Leolinad, Bahia, 2017 H.",76.0,3.0,3,1,1,0,0,0,1,0,dry,4
2214,Milton,Japan,2018,Peru,"Piura Gran Blanco, Sisyu & Kiriyana Phoenix",70.0,3.75,2,1,0,0,0,0,1,0,grape,3
2210,Milton,Japan,2018,Madagascar,Ambanja,70.0,3.5,2,1,0,0,0,0,1,0,cocoa,3
2214,Milton,Japan,2018,Vietnam,Ben Tre,70.0,3.25,2,1,0,0,0,0,1,0,cocounut,2
2214,Milton,Japan,2018,Brazil,Bahia,70.0,3.0,2,1,0,0,0,0,1,0,intense,3
607,Mindo,U.S.A,2010,Ecuador,Ecuador,77.0,2.75,3,1,1,0,0,0,1,0,dry,2
2382,Mindo,U.S.A,2019,Ecuador,"Ecuador, lot# 181220",67.0,2.75,3,1,1,0,0,0,1,0,sandy,3
1920,Minimal,Japan,2016,Haiti,"Acul-du-Nord, 2015",70.0,3.5,2,1,0,0,0,0,1,0,gritty,3
1960,Mirzam,U.a.e.,2017,Vietnam,Vietnam,65.0,3.5,2,1,0,0,0,0,1,0,slight grainy,3
1960,Mirzam,U.a.e.,2017,Madagascar,Madagascar,72.0,3.25,2,1,0,0,0,0,1,0,tangy,3
1960,Mirzam,U.a.e.,2017,Papua new guinea,Papua New Guinea,72.0,3.0,2,1,0,0,0,0,1,0,few grits,2
2370,Mirzam,U.a.e.,2019,Tanzania,Kokoa Kamili,72.0,3.75,3,1,1,0,0,0,1,0,complex,4
2458,Misina,Czech republic,2020,Vietnam,Vietnam,70.0,3.5,3,1,1,0,0,0,1,0,sour fig,4
1626,Mission,Brazil,2015,Brazil,"Bahia, Fazenda Venturosa",70.0,3.5,2,1,0,0,0,0,1,0,coarse,3
1880,Mission,Brazil,2016,Brazil,"Fazenda Camboa, Bahia",75.0,3.75,2,1,0,0,0,0,1,0,sticky,3
2354,Mission,Brazil,2019,Puerto rico,"Puerto Rico, 2018 harvest",70.0,3.0,3,1,1,0,0,0,1,0,powdery,3
607,Moho,U.S.A,2010,Belize,"Umoho R., Toledo District, San Felipe",67.0,2.75,3,1,1,0,0,0,1,0,rough,4
1026,Moho,U.S.A,2013,Belize,"Toledo District, w/ nibs",73.0,3.25,3,1,1,0,0,0,1,0,basic cocoa,1
1030,Moho,U.S.A,2013,Belize,Toledo District,72.0,3.0,3,1,1,0,0,0,1,0,strawberry,2
2170,Moka,U.S.A,2018,Cameroon,"Kombone Village, 2018 Harvest",68.0,3.0,2,1,0,0,0,0,1,0,earthy,1
2198,Moka,U.S.A,2018,Brazil,Brazil,72.0,2.5,3,1,1,0,0,0,1,0,dirty,3
2450,Moka,U.S.A,2019,Tanzania,Kokoa Kamili,72.0,3.75,2,1,0,0,0,0,1,0,cocoa,3
2338,Moka,U.S.A,2019,Dominican republic,Zorzal Estate,70.0,3.5,2,1,0,0,0,0,1,0,dark berry,2
2350,Moka,U.S.A,2019,Sierra leone,Gola Rainforest,72.0,3.0,3,1,1,0,0,0,1,0,roasty,3
1618,Molucca,U.S.A,2015,Peru,Peru,70.0,3.25,2,1,0,0,0,0,1,0,dry,3
1614,Molucca,U.S.A,2015,Dominican republic,La Red,70.0,3.0,2,1,0,0,0,0,1,0,overly intense,3
1618,Molucca,U.S.A,2015,Indonesia,Indonesia,70.0,2.75,2,1,0,0,0,0,1,0,intense,3
661,Momotombo,Nicaragua,2011,Nicaragua,Matagalpa,70.0,2.75,2,1,0,0,0,0,1,0,unrefined,3
661,Momotombo,Nicaragua,2011,Nicaragua,Mombacho,70.0,2.75,2,1,0,0,0,0,1,0,unrefined,3
2142,Momotombo,Nicaragua,2018,Nicaragua,Nueva Waslala,70.0,3.25,3,1,1,0,0,0,1,0,fatty,3
1812,Monarque,Canada,2016,Dominican republic,Oko Caribe,72.0,3.5,2,1,0,0,0,0,1,0,earthy,3
2222,Monsoon,U.S.A,2018,Mexico,Chiapas,70.0,3.25,3,1,1,0,0,0,1,0,chalky,3
2490,MUCHO,Mexico,2020,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas",70.0,3.0,3,1,1,0,0,0,1,0,light color,4
1462,Muchomas (Mesocacao),U.S.A,2015,Nicaragua,Nicaragua,70.0,3.5,3,1,1,0,0,0,1,0,grassy,3
1462,Muchomas (Mesocacao),U.S.A,2015,Nicaragua,Nicaragua,80.0,3.5,3,1,1,0,0,0,1,0,sweet,2
2190,Musee du Chocolat Theobroma,Japan,2018,Venezuela,Chuao,70.0,3.5,2,1,0,0,0,0,1,0,Fruity,2
1900,Mutari,U.S.A,2016,Vietnam,"Tien Giang, batch 1 SRB",80.0,3.0,2,1,0,0,0,0,1,0,gritty,3
1896,Mutari,U.S.A,2016,Dominican republic,"Oko Caribe, batch 1 SRB",71.0,2.75,2,1,0,0,0,0,1,0,gritty,3
1896,Mutari,U.S.A,2016,Tanzania,"Kokoa Kamili, batch 1 SRB",68.0,2.75,2,1,0,0,0,0,1,0,dry,3
1900,Mutari,U.S.A,2016,Madagascar,"Ambanja, batch 1 SRB",68.0,2.75,2,1,0,0,0,0,1,0,sweet,3
1049,Nahua,Costa rica,2013,Costa rica,"Costa Rica, Oscuro",70.0,3.0,3,1,1,0,0,0,1,0,earthy,3
1049,Nahua,Costa rica,2013,Costa rica,"Costa Rica, Oscuro",58.0,2.5,3,1,1,0,0,0,1,0,too sweet,3
867,Naive,Lithuania,2012,Grenada,Grenada,71.0,2.5,4,1,1,1,0,0,1,0,sandy,2
1046,Naive,Lithuania,2013,Blend,Trinidad & Tobago,70.0,3.75,4,1,1,0,1,0,1,0,sandy,4
1133,Naive,Lithuania,2013,Peru,"Maranon Canyon, Fortunato No. 4",78.0,3.75,4,1,1,0,1,0,1,0,orange,3
1379,Naive,Lithuania,2014,Nicaragua,Nicaragua,70.0,3.25,4,1,1,0,1,0,1,0,sandy,3
1399,Naive,Lithuania,2014,Venezuela,"Barinas, lot 0077",70.0,3.0,4,1,1,0,1,0,1,0,coarse,2
1399,Naive,Lithuania,2014,Venezuela,"Chuao, lot 0077",75.0,2.75,4,1,1,0,1,0,1,0,coarse,3
2418,Naive,Lithuania,2019,El salvador,"Finca Concepcion, nano-lot",70.0,3.25,3,1,1,0,0,0,1,0,bold,3
2458,Naive,Lithuania,2019,Nicaragua,"Rugoso, nanolot for Cacao Review",67.0,2.75,3,1,1,0,0,0,1,0,strong,4
1403,Nathan Miller,U.S.A,2014,Ghana,Ghana,70.0,3.5,3,1,1,0,0,0,1,0,brownie,2
1403,Nathan Miller,U.S.A,2014,Dominican republic,Hispaniola,70.0,2.5,2,1,0,0,0,0,0,1,grassy,3
1403,Nathan Miller,U.S.A,2014,Madagascar,Madagascar,73.5,2.5,2,1,0,0,0,0,1,0,intense,3
1403,Nathan Miller,U.S.A,2014,Peru,Peru,72.0,2.25,2,1,0,0,0,0,1,0,metallic,3
2060,Nearynogs,Ireland,2018,Dominican republic,"Hispaniola, batch 170308",70.0,3.25,2,1,0,0,0,0,1,0,dry,4
24,Neuhaus (Callebaut),Belgium,2006,Venezuela,Ocumare,71.0,3.0,5,1,1,1,1,0,1,0,pastey,4
15,Neuhaus (Callebaut),Belgium,2006,Sao tome,Sao Tome,75.0,2.75,5,1,1,1,1,0,1,0,grassy,3
15,Neuhaus (Callebaut),Belgium,2006,Blend,West Africa,73.0,2.0,5,1,1,1,1,0,1,0,non descript,2
135,Neuhaus (Callebaut),Belgium,2007,Blend,Dark,73.0,1.0,5,1,1,1,1,0,1,0,pastey,2
230,Neuhaus (Callebaut),Belgium,2008,Trinidad,Manickchand Estate,67.0,3.75,5,1,1,1,1,0,1,0,complex,2
531,Neuhaus (Callebaut),Belgium,2010,Papua new guinea,Papua New Guinea,70.0,2.5,5,1,1,1,1,0,1,0,gritty,3
1526,Nibble,U.S.A,2015,Madagascar,"Ambanja, Sambirano Valley",72.0,3.0,2,1,0,0,0,0,1,0,molasses,2
1526,Nibble,U.S.A,2015,Peru,Tumbes,72.0,3.0,2,1,0,0,0,0,1,0,molasses,3
1526,Nibble,U.S.A,2015,Dominican republic,Elvesia P.,72.0,2.75,2,1,0,0,0,0,1,0,molasses,3
1526,Nibble,U.S.A,2015,Venezuela,Patanemo,72.0,2.25,2,1,0,0,0,0,1,0,molasses,4
2134,Nibble,U.S.A,2018,Brazil,Bahia,72.0,3.0,2,1,0,0,0,0,1,0,notes from sugar,1
1022,Night Owl,U.S.A,2013,Ecuador,Ecuador,75.0,3.5,3,1,1,0,0,0,1,0,single note,2
1022,Night Owl,U.S.A,2013,Peru,Peru,75.0,2.75,3,1,1,0,0,0,1,0,spicy,3
2398,Nikoa,Ecuador,2019,Ecuador,"Los Rios, Dec. 2018 H., Batch 2",72.0,3.75,3,1,1,0,0,0,1,0,floral,3
2142,Nina,Peru,2018,Peru,Chazuta,70.0,3.0,3,1,1,0,0,0,1,0,pungent,3
2158,Ninth (9th) & Larkin,U.S.A,2018,Tanzania,"Kokoa Kamili, Kilobmbero batch TK186",72.0,3.0,3,1,1,0,0,0,1,0,sweet,2
2174,Ninth (9th) & Larkin,U.S.A,2018,Dominican republic,Oko Caribe,72.0,3.0,3,1,1,0,0,0,1,0,basic cocoa,2
2162,Ninth (9th) & Larkin,U.S.A,2018,Vietnam,"Ben Tre, batch VNBT186",72.0,2.75,3,1,1,0,0,0,1,0,spicy,3
2394,Ninth (9th) & Larkin,U.S.A,2019,Colombia,"Sierra Nevada, batch CSN192",72.0,3.25,3,1,1,0,0,0,1,0,strong base cocoa,2
2282,Ninth (9th) & Larkin,U.S.A,2019,Fiji,"Matasawalevu, batch FJMA1",74.0,2.75,3,1,1,0,0,0,1,0,sour,3
1299,Noble Bean aka Jerjobo,U.S.A,2014,Peru,Maranon Canyon,75.0,3.25,4,1,0,1,1,0,0,1,roasty,2
1295,Noble Bean aka Jerjobo,U.S.A,2014,Ghana,Ghana,75.0,3.0,4,1,0,1,1,0,0,1,nutty,3
1299,Noble Bean aka Jerjobo,U.S.A,2014,Belize,Moho Valley,75.0,3.0,4,1,0,1,1,0,0,1,coconut,2
935,Nova Monda,Nicaragua,2012,Ecuador,"Punta Galera, cacao Nacional, gold label",80.0,3.25,2,1,0,0,0,0,1,0,sandy,2
931,Nova Monda,Nicaragua,2012,Nicaragua,"La Patriota, cacao Indio, purple label",70.0,3.0,2,1,0,0,0,0,1,0,woody,3
935,Nova Monda,Nicaragua,2012,Nicaragua,"La Dalia, Matagalpa,cacao Bisesto,green label",75.0,2.75,2,1,0,0,0,0,1,0,fatty,3
1454,Nuance,U.S.A,2015,Ghana,"Ghana, 2013, batch 3581",70.0,3.75,2,1,0,0,0,0,1,0,rich,4
1470,Nuance,U.S.A,2015,Dominican republic,La Red,70.0,3.75,2,1,0,0,0,0,1,0,rich,3
1458,Nuance,U.S.A,2015,Madagascar,"Sambirano Valley, 2012, batch 3062",70.0,3.5,2,1,0,0,0,0,1,0,fruity,3
1458,Nuance,U.S.A,2015,Venezuela,"Canoabo, 2013, batch 2642",70.0,3.0,2,1,0,0,0,0,1,0,intense,2
1458,Nuance,U.S.A,2015,Ecuador,"Ecuador, 2013",70.0,2.75,2,1,0,0,0,0,1,0,earthy,2
2486,Nuance,U.S.A,2020,Vietnam,"Lam Dong, 2016 h., batch 20111",70.0,3.25,3,1,1,0,0,0,1,0,spicy,3
2486,Nuance,U.S.A,2020,Nigeria,"Akwa Ibom, 2017 h., batch 19762",70.0,3.0,3,1,1,0,0,0,1,0,cocoa,4
1876,Nugali,Brazil,2016,Brazil,Fazenda Leolinda,70.0,3.5,3,1,1,0,0,0,1,0,nutty,3
478,Oakland Chocolate Co.,U.S.A,2010,Jamaica,Jamaica,70.0,2.5,5,1,1,1,1,0,1,0,grassy,3
1638,Obolo,Chile,2015,Peru,"Pangoa, w/ nibs",70.0,3.75,2,1,0,0,0,0,1,0,creamy,3
2386,Obolo,Chile,2019,Peru,"Pangoa, 2018, batch 1584 - E",70.0,3.75,2,1,0,0,0,0,1,0,intense grapes,2
1558,Ocelot,Scotland,2015,Peru,Piura,75.0,4.0,3,1,1,0,0,0,1,0,peanut butter,2
1558,Ocelot,Scotland,2015,Congo,Virunga,70.0,3.75,3,1,1,0,0,0,1,0,melon,3
1411,Ocho,New zealand,2014,Papua new guinea,"PNG, Nib Bar, WAG1",74.0,3.5,2,1,0,0,0,0,1,0,smokey,3
1411,Ocho,New zealand,2014,Papua new guinea,"PNG, Voodoo, batch 95",88.0,3.25,2,1,0,0,0,0,1,0,intense,4
1411,Ocho,New zealand,2014,Papua new guinea,"PNG, Revolution, WAG1",70.0,3.0,2,1,0,0,0,0,1,0,smoke,3
1411,Ocho,New zealand,2014,Papua new guinea,"PNG, Devotion, batch 96, gogol naru",66.0,2.75,2,1,0,0,0,0,1,0,smoke,3
1760,Ocho,New zealand,2016,Samoa,Sang Yum Coop,70.0,3.5,2,1,0,0,0,0,1,0,cocoa,3
1760,Ocho,New zealand,2016,Samoa,Sang Yum Coop,100.0,2.75,1,1,0,0,0,0,0,0,bitter,3
